Category,Food,Category_WHO_10,Category_Simple_6,Natural_vs_transformed,Transformation_score,filename,food,base_food,prep_form,food_classification,natural_vs_transformed,sweet_vs_savory,prompt,model,seed,created,style_version,plate_reference,caption,aware_observed_food,aware_observed_prep,label_match,label_confidence,portion_size_ok,plate_rim_visible,qc_issues,qc_reasons,aware_ai_calorie_density,aware_ai_healthiness,aware_ai_sweetness,aware_ai_saltiness,aware_ai_sourness,aware_ai_bitterness,aware_ai_savoriness,aware_ai_fattiness,aware_ai_spiciness,qc_model,qc_at,human_calorie_density,human_healthiness,human_appeal,human_sweetness,human_saltiness,human_sourness,human_bitterness,human_savoriness,human_fattiness,human_spiciness,blind_observed_food,blind_guess_similarity,blind_ai_calorie_density,blind_ai_healthiness,blind_ai_sweetness,blind_ai_saltiness,blind_ai_sourness,blind_ai_bitterness,blind_ai_savoriness,blind_ai_fattiness,blind_ai_spiciness,blind_model,ll_mean_luminance,ll_rms_contrast,ll_lab_L_mean,ll_lab_L_std,ll_lab_a_mean,ll_lab_a_std,ll_lab_b_mean,ll_lab_b_std,ll_hsv_s_mean,ll_edge_energy,ll_hog_pc01,ll_hog_pc02,ll_hog_pc03,ll_hog_pc04,ll_hog_pc05,ll_hog_pc06,ll_hog_pc07,ll_hog_pc08,ll_hog_pc09,ll_hog_pc10
,Elderberry,Fruits,Fruit,Natural,5,elderberry.png,Elderberry,Elderberry,,Fruit,Natural,Sweet,"A photorealistic studio photograph of Elderberry, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Elderberry as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Elderberry is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127084,v1_uniform_grey_45deg,,"A white plate holds a pile of fresh, dark elderberries, some still attached to their stems.",elderberries,raw,match,1.0,True,True,[],"[""The observed food is a clear match for the expected label 'Elderberry'.""]",20.0,95.0,30.0,0.0,60.0,30.0,0.0,0.0,0.0,gemini-2.5-pro,1770876541,25.52380952380953,87.0,64.52380952380952,53.888888888888886,0.6666666666666666,16.555555555555557,4.777777777777778,14.333333333333334,2.0,0.4444444444444444,fresh elderberries,95.0,20.0,90.0,30.0,0.0,65.0,40.0,0.0,0.0,0.0,gemini-2.5-pro,0.7039333581924438,0.2391896247863769,72.20233154296875,24.279277801513672,0.9268510341644288,1.4017513990402222,-0.1127794981002807,1.0281171798706057,0.0331551879644393,0.0226621963083744,-41.990437,23.785213,-45.658134,18.147617,-24.845358,2.52543,12.348917,16.839191,-2.0509627,-6.651532
,Empanada,Prepared foods,Dish,Transformed,85,empanada.png,Empanada,Empanada,,Dish,Transformed,Savory,"A photorealistic studio photograph of Empanada, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Empanada as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Empanada is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127100,v1_uniform_grey_45deg,,A single baked pastry with a crimped edge is centered on a white plate.,baked empanada,prepared,match,1.0,True,True,[],"[""Visuals match expected label.""]",70.0,25.0,5.0,70.0,10.0,5.0,85.0,75.0,15.0,gemini-2.5-pro,1770876555,73.44444444444444,37.888888888888886,70.83333333333333,20.466666666666665,43.6,7.666666666666667,14.133333333333333,54.93333333333333,32.86666666666667,25.8,baked pasty,80.0,75.0,25.0,5.0,70.0,5.0,5.0,85.0,80.0,10.0,gemini-2.5-pro,0.7475386261940002,0.141824185848236,77.03768157958984,13.47031307220459,0.3705264329910278,3.3193020820617676,2.107874631881714,11.488973617553713,0.071029894053936,0.0121764224022626,16.273502,-24.974653,-35.16742,-12.870803,3.4569168,16.324354,-14.776455,25.708937,-16.143064,10.318035
,Endive,Vegetables,Vegetable,Natural,5,endive.png,Endive,Endive,,Vegetable,Natural,Savory,"A photorealistic studio photograph of Endive, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Endive as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Endive is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127116,v1_uniform_grey_45deg,,Halved endives with a light dressing are arranged on a white plate.,Dressed endive halves,prepared,match,1.0,True,True,"[""sauce_present""]","[""Base food matches expected label."", ""A light dressing or oil is visible on the endives.""]",15.0,95.0,5.0,25.0,35.0,70.0,10.0,25.0,5.0,gemini-2.5-pro,1770876573,24.333333333333332,81.53333333333333,39.333333333333336,12.666666666666666,13.22222222222222,3.5555555555555554,10.88888888888889,16.555555555555557,1.1111111111111112,0.6666666666666666,Dressed endive halves,80.0,15.0,90.0,5.0,25.0,40.0,60.0,15.0,30.0,5.0,gemini-2.5-pro,0.7318789958953857,0.1476970613002777,75.5557861328125,14.543234825134276,-1.1534554958343506,2.382439136505127,8.080340385437012,17.61182975769043,0.0897468850016594,0.0156517885625362,30.745136,-24.105114,11.906273,-22.853245,-19.985003,4.10553,-11.683921,0.84461635,23.28249,-10.148698
,Falafel,Prepared foods,Dish,Transformed,90,falafel.png,Falafel,Falafel,,Dish,Transformed,Savory,"A photorealistic studio photograph of Falafel, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Falafel as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Falafel is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127132,v1_uniform_grey_45deg,,"Several round, fried falafel balls are piled on a white plate against a grey background.",Falafel,prepared,match,1.0,True,True,[],[],65.0,60.0,0.0,70.0,5.0,10.0,80.0,70.0,15.0,gemini-2.5-pro,1770876590,62.47058823529411,47.94117647058823,58.52941176470589,13.083333333333334,39.333333333333336,11.25,9.416666666666666,50.416666666666664,36.916666666666664,17.833333333333332,falafel balls,98.0,70.0,60.0,5.0,70.0,10.0,15.0,85.0,65.0,10.0,gemini-2.5-pro,0.714559018611908,0.1785715669393539,73.93362426757812,17.100269317626953,2.173666715621948,7.001659393310547,4.761745452880859,13.10927677154541,0.0957176685333252,0.0186958834528923,-42.75492,-15.645334,16.887838,20.146358,5.98487,-10.269629,-2.062033,3.3358986,-8.880665,3.9462705
,Fennel,Vegetables,Vegetable,Natural,5,fennel.png,Fennel,Fennel,,Vegetable,Natural,Savory,"A photorealistic studio photograph of Fennel, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Fennel as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Fennel is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127150,v1_uniform_grey_45deg,,"Cooked fennel wedges are arranged on a white plate, garnished with fresh fronds.",Cooked fennel wedges,prepared,match,1.0,True,True,[],"[""Observed food is cooked fennel, which matches the expected label.""]",15.0,95.0,30.0,30.0,5.0,15.0,25.0,15.0,0.0,gemini-2.5-pro,1770876605,28.272727272727273,84.81818181818181,51.09090909090909,23.384615384615383,27.23076923076923,16.384615384615383,20.46153846153846,37.84615384615385,9.307692307692308,11.153846153846152,roasted fennel wedges,80.0,15.0,90.0,35.0,40.0,5.0,15.0,30.0,15.0,0.0,gemini-2.5-pro,0.7449667453765869,0.1371992379426956,76.80729675292969,13.06335735321045,-0.1839329153299331,2.41802978515625,4.827779769897461,12.378365516662598,0.0690703690052032,0.0156987346708774,-15.7504,-36.805656,12.034708,9.463405,-13.754475,-4.050182,3.4379337,18.951872,5.387697,1.5019437
,Fig (raw),Fruits,Fruit,Natural,5,fig-raw.png,Fig (raw),Fig (raw),,Fruit,Natural,Sweet,"A photorealistic studio photograph of Fig (raw), single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Fig (raw) as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Fig (raw) is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127171,v1_uniform_grey_45deg,,Three whole figs and one halved fig are arranged on a white plate.,raw figs,raw,match,1.0,True,True,[],[],35.0,95.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,gemini-2.5-pro,1770876620,43.05263157894737,75.84210526315789,57.89473684210526,59.53333333333333,9.933333333333334,16.4,16.2,23.8,9.2,5.4,fresh figs,100.0,30.0,90.0,75.0,0.0,5.0,5.0,0.0,0.0,0.0,gemini-2.5-pro,0.6881935596466064,0.2167051136493683,71.0086898803711,21.42204475402832,1.321768283843994,5.628794193267822,-2.0071775913238525,5.744041442871094,0.0830811560153961,0.0200049970299005,63.498566,3.11877,-8.815353,-20.07095,-24.995571,1.2634343,-6.3655677,-18.834976,-16.001713,-8.747836
,Fish and chips,Prepared foods,Dish,Transformed,75,fish-and-chips.png,Fish and chips,Fish and chips,,Dish,Transformed,Savory,"A photorealistic studio photograph of Fish and chips, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Fish and chips as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Fish and chips is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127187,v1_uniform_grey_45deg,,A piece of battered fried fish is served with thick-cut fries on a white plate.,Fish and chips,prepared,match,1.0,True,True,[],"[""Observed food matches expected food.""]",85.0,15.0,5.0,80.0,5.0,5.0,80.0,85.0,0.0,gemini-2.5-pro,1770876636,84.33333333333333,33.388888888888886,78.55555555555556,14.22222222222222,64.16666666666667,13.166666666666666,13.0,61.22222222222222,55.888888888888886,18.555555555555557,Battered fish and chips,95.0,85.0,15.0,5.0,75.0,5.0,5.0,80.0,85.0,0.0,gemini-2.5-pro,0.7038860321044922,0.1394978165626526,73.11422729492188,13.315740585327148,1.83671236038208,5.874404430389404,7.240699768066406,16.683889389038086,0.1034945100545883,0.016797874122858,-14.318718,-35.27343,8.072542,5.724916,5.756522,-7.5558953,15.368958,7.126337,11.410868,-11.740295
,Flatbread,Bakery wares and cereals,Grain,Transformed,60,flatbread.png,Flatbread,Flatbread,,Grain,Transformed,Savory,"A photorealistic studio photograph of Flatbread, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Flatbread as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Flatbread is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127203,v1_uniform_grey_45deg,,"A round, herb-topped flatbread is cut into four pieces on a white plate.",Herb flatbread,prepared,match,1.0,True,True,[],[],60.0,35.0,5.0,50.0,5.0,10.0,65.0,55.0,0.0,gemini-2.5-pro,1770876649,61.142857142857146,44.285714285714285,71.25,13.821428571428571,28.392857142857142,6.357142857142857,8.5,35.07142857142857,21.821428571428573,6.142857142857143,herbed flatbread,90.0,60.0,35.0,5.0,60.0,5.0,10.0,70.0,50.0,0.0,gemini-2.5-pro,0.7172127962112427,0.1527534127235412,74.2470474243164,14.730899810791016,1.1170055866241455,4.813501834869385,5.745699405670166,15.516154289245604,0.1282062828540802,0.0253053829073905,4.203385,-21.756607,-40.418285,7.9806566,-11.30095,3.6489081,-0.42153704,-10.607799,25.91807,13.850327
,French fries (chips),Ready-to-eat savories,Vegetable,Transformed,90,french-fries-chips.png,French fries (chips),French fries (chips),,Vegetable,Transformed,Savory,"A photorealistic studio photograph of French fries (chips), single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of French fries (chips) as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The French fries (chips) is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127222,v1_uniform_grey_45deg,,A white plate holds a serving of golden French fries sprinkled with salt.,French fries,prepared,match,1.0,True,True,[],[],80.0,15.0,10.0,75.0,0.0,5.0,70.0,80.0,0.0,gemini-2.5-pro,1770876664,81.08695652173913,27.043478260869566,79.65217391304348,12.565217391304348,63.52173913043478,5.478260869565218,5.391304347826087,38.391304347826086,45.91304347826087,10.217391304347826,French fries,100.0,80.0,15.0,10.0,75.0,0.0,5.0,65.0,70.0,0.0,gemini-2.5-pro,0.7298405170440674,0.136690080165863,75.52457427978516,12.983009338378906,1.0009528398513794,5.439148902893066,4.366526126861572,16.458681106567383,0.1105660498142242,0.0148453880101442,-51.163826,12.004616,-16.23295,22.743113,-23.071947,-2.1417196,-10.223188,-3.812677,-21.053656,10.717735
,Fried chicken,Meat,Protein,Transformed,75,fried-chicken.png,Fried chicken,Fried chicken,,Dish,Transformed,Savory,"A photorealistic studio photograph of Fried chicken, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Fried chicken as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Fried chicken is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769127241,v1_uniform_grey_45deg,,Several pieces of golden-brown fried chicken are arranged on a white plate.,Fried chicken pieces,prepared,match,1.0,True,True,"[""multiple_items""]","[""Observed food is a clear match for the label 'Fried chicken'."", ""The dish consists of multiple pieces of chicken.""]",85.0,15.0,5.0,80.0,0.0,5.0,90.0,85.0,10.0,gemini-2.5-pro,1770876681,79.70588235294117,24.764705882352946,78.11764705882354,2.9375,56.625,1.6875,7.1875,64.4375,69.625,11.875,Assorted fried chicken pieces,95.0,85.0,15.0,5.0,80.0,0.0,5.0,90.0,85.0,10.0,gemini-2.5-pro,0.7169584035873413,0.168687105178833,74.34056854248047,15.870442390441896,3.010566473007202,8.605622291564941,8.0087251663208,15.371063232421877,0.1324607580900192,0.0221104081720113,-30.611671,-3.7165751,-29.32175,31.074696,-6.096774,-7.2071056,-6.7120566,-6.5838814,6.7902045,7.7048554
